,Obj_ID,IAU_name,Internal_names,Obj_RA,Obj_DEC,Obj_Type,Redshift,Spec_ID,Obs_date,JD,Phase_(days),From,Telescope,Instrument,Observers,Reducers,Source_group,Public,Associated_groups,End_prop_period,Ascii_file,Fits_file,Spec_type,Spec_quality,Extinction_Corrected,WL_Medium,WL_Units,Flux_Unit_Coefficient,Spec_units,Flux_Calibrated_By,Exp_time,Aperture_(slit),HA,Airmass,Dichroic,Grism,Grating,Blaze,Lambda_min,Lambda_max,Del_Lambda,Contrib,Publish,Remarks,Created_by,Creation_date
2722,11956,AT 2019abn,ATLAS19bzl  ZTF19aadyppr,202.4266422,47.1880529,ILRT,0.001544,51581,2019-01-26 09:26:51.00,2458509.8936458,--,--,P200,DBSP,I. Andreoni,K. De,TNS,Y,TNS,--,AT2019abn_2019-01-26_09-26-51_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/AT2019abn_2019-01-26_09-26-51_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900.0,--,--,--,--,--,--,--,3500.0,10499.75,1.5246678283598,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-04-11 21:05:03
2723,11956,AT 2019abn,ATLAS19bzl  ZTF19aadyppr,202.4266422,47.1880529,ILRT,0.001544,51269,2019-03-02 14:19:12.00,2458545.0966667,--,--,FTN,FLOYDS-N,Las Cumbres Observatory,Jamison Burke,TNS,Y,TNS,--,AT2019abn_2019-03-02_14-19-12_FTN_FLOYDS-N_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/AT2019abn_2019-03-02_14-19-12_FTN_FLOYDS-N_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600.0,--,--,--,--,--,--,--,3499.9130859375,10000.156074524,1.740359568564,--,--,[TNS source group:  38 - Global SN Project ],TNS_Bot1,2019-03-05 22:05:03
2942,11967,AT 2019bmj,PS19ckw  ZTF19aalsnbp  ATLAS19dsm,220.291686667,39.0723766667,--,0.0538,51427,2019-03-15 03:16:00.00,2458557.6361111,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019bmj_2019-03-15_03-16-00_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-03-21 23:05:04
2941,11967,AT 2019bmj,PS19ckw  ZTF19aalsnbp  ATLAS19dsm,220.291686667,39.0723766667,--,0.0538,51282,2019-03-06 03:07:30.00,2458548.6302083,--,--,Ekar,AFOSC,Vogt  Schuldt  Fiore  Taubenberger,Benetti  Tomasella,TNS,Y,TNS,--,AT2019bmj_2019-03-06_03-07-30_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/AT2019bmj_2019-03-06_03-07-30_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1500,--,--,--,--,--,--,--,3544.7332980156,8197.104211998,4.6898900342565,--,--,The Asiago spectrum shows a blue  featureless continuum  from which we derived a black-body temperature of about 14800 K. The redshift is deduced from the position of the narrow emission lines of the host galaxy.      [TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2019-03-06 16:05:03
3864,12076,AT 2019byw,ATLAS19etn  ZTF19aamkywr,256.2857941,7.9905695,TDE,0.0307,53978,2019-04-20 09:33:55.00,2458593.8985532,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019byw_2019-04-20_09-33-55_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-09-19 06:05:02
3863,12076,AT 2019byw,ATLAS19etn  ZTF19aamkywr,256.2857941,7.9905695,TDE,0.0307,51605,2019-03-31 11:31:12.00,2458573.98,--,--,Lick-3m,KAST,T. G. Brink,T. G. Brink,TNS,Y,TNS,--,SN2019byw_2019-03-31_11-31-12_Lick-3m_KAST_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3614.0,10630.0,1.9994300370476,--,--,[TNS source group:  3 - ASAS-SN ],TNS_Bot1,2019-04-16 18:05:02
3862,12076,AT 2019byw,ATLAS19etn  ZTF19aamkywr,256.2857941,7.9905695,TDE,0.0307,51504,2019-03-30 23:49:09.00,2458573.4924653,--,--,Ekar,AFOSC,Ochner,Benetti  Tomasella,TNS,Y,TNS,--,AT2019byw_2019-03-30_23-49-09_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/AT2019byw_2019-03-30_23-49-09_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2700,--,--,--,--,--,--,--,3765.9805562973,8197.704211998,4.6896546621172,--,--,The spectrum of this nuclear transient shows broad hydrogen and HeII lines superimposed to the host galaxy features. Considering both the extinction in the Galaxy (A_V ~ 0.236 mag from Schlafly &amp;amp;amp; Finkbeiner 2011) and in the host galaxy (A_V ~ 2.7 mag estimated from the interstellar NaID absorption) the corrected spectrum exhibits a blue continuum and the absolute magnitude is about ~ -20.6 mag (assuming a distance modulus of 35.64 mag  via NED). All this makes of AT2019byw a possible TDE event.  [TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2019-04-02 11:05:03
3813,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51497,2019-03-30 06:02:03.00,2458572.7514236,--,--,Plaskett,Plaskett,Balam,Balam,TNS,Y,TNS,--,AT2019clp_2019-03-30_06-02-03_Plaskett_Plaskett_TNS.txt,https://www.wiserep.org/system/files/uploaded/TNS/AT2019clp_2019-03-30_06-02-03_Plaskett_Plaskett_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600,--,--,--,--,--,--,--,3851.7490234375,6909.724609375,3.9004790636958,--,--,[TNS source group:  9 - DAO_OTS ],TNS_Bot1,2019-04-01 17:05:03
3812,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51983,2019-03-29 22:17:00.00,2458572.4284722,--,--,Other,Other,Claudio Balcon,Claudio Balcon,TNS,Y,TNS,--,SN2019clp_2019-03-29_22-17-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019clp_2019-03-29_22-17-00_Other_Other_TNS.fit,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,4200,--,--,--,--,--,--,--,4008.3104,7766.1681,9.1879161369193,--,--,I obtained the low-resolution spectrum R~100 using the FOSC-E spectrograph attached to a 0.2m telescope  in the course of Italian Supernovae Search Project.  [TNS source group:  0 - ],TNS_Bot1,2019-05-22 19:05:02
3815,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51503,2019-03-30 22:50:52.00,2458573.4519907,--,--,Ekar,AFOSC,Ochner,Benetti,TNS,Y,TNS,--,SN2019clp_2019-03-30_22-50-52_Ekar_AFOSC_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/SN2019clp_2019-03-30_22-50-52_Ekar_AFOSC_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3400.8,8198.704211998,4.6900334428133,--,--,The AFOSC noisy spectrum shows a blue (T about 17000 K) almost featureless continuum  typically seen in young core collapse SNe a few days after explosion.  [TNS source group:  16 - Padova-Asiago ],TNS_Bot1,2019-04-02 11:05:03
3816,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51640,2019-04-07 22:50:51.00,2458581.4519792,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019clp_2019-04-07_22-50-51_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-04-22 18:05:03
3814,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51501,2019-03-30 09:52:07.00,2458572.9111921,--,--,UH88,SNIFS,A Do,--,TNS,Y,TNS,--,SN2019clp_2019-03-30_09-52-07_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,3311.06,9691.06,9.9843505477308,--,--,Reduced with a summit quick-reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-04-02 06:05:03
3818,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,51606,2019-04-10 11:02:24.00,2458583.96,--,--,Lick-3m,KAST,T. G. Brink,T. G. Brink,TNS,Y,TNS,--,SN2019clp_2019-04-10_11-02-24_Lick-3m_KAST_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3626.0,10520.0,1.9994199535963,--,--,[TNS source group:  3 - ASAS-SN ],TNS_Bot1,2019-04-16 18:05:02
3817,12072,AT 2019clp,ZTF19aanrrqu  ATLAS19ejh  ASASSN-19hp,183.41619,16.12339,Galaxy,0.024,57468,2019-04-08 06:10:51.00,2458581.7575347,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019clp_2019-04-08_06-10-51_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-07-13 17:05:05
3811,12073,AT 2019clq,ATLAS19ebv  ASASSN-19hq,114.1568,74.44648,Galaxy,0.012,51502,2019-03-30 06:17:59.00,2458572.7624884,--,--,UH88,SNIFS,A Do,--,TNS,Y,TNS,--,SN2019clq_2019-03-30_06-17-59_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,3313.06,9685.06,11.977443609023,--,--,Reduced with a summit quick-reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-04-02 06:05:03
3810,12073,AT 2019clq,ATLAS19ebv  ASASSN-19hq,114.1568,74.44648,Galaxy,0.012,51498,2019-03-29 04:53:39.00,2458571.7039236,--,--,Plaskett,Plaskett,Balam,Balam,TNS,Y,TNS,--,AT2019clq_2019-03-29_04-53-39_Plaskett_Plaskett_TNS.txt,https://www.wiserep.org/system/files/uploaded/TNS/AT2019clq_2019-03-29_04-53-39_Plaskett_Plaskett_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600,--,--,--,--,--,--,--,3851.7490234375,6909.724609375,3.8806796775857,--,--,[TNS source group:  9 - DAO_OTS ],TNS_Bot1,2019-04-01 18:05:03
5068,12108,AT 2019ctt,ATLAS19gpf  ZTF19aanfqug,150.1761872,12.0398166,AGN,0.046,51550,2019-04-06 07:37:03.00,2458579.8173958,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,SN2019ctt_2019-04-06_07-37-03_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3321.06,9681.06,9.9843014128728,--,--,Same spectrum with updated classification.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-04-07 17:05:02
5067,12108,AT 2019ctt,ATLAS19gpf  ZTF19aanfqug,150.1761872,12.0398166,AGN,0.046,51541,2019-04-06 07:37:03.00,2458579.8173958,--,--,UH88,SNIFS,Tucker,--,TNS,Y,TNS,--,AT2019ctt_2019-04-06_07-37-03_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2400,--,--,--,--,--,--,--,3321.06,9681.06,9.9843014128728,--,--,Reduced with a summit-based quick-reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-04-07 12:05:03
4838,12537,AT 2019fdr,PS19dar  ATLAS19lkd  Gaia19bsz  ZTF19aatubsj,257.278534,26.8555874,--,0.267,52476,2019-06-16 03:50:24.00,2458650.66,--,--,HET,HET-LRS,M. Shetrone,pipeline,TNS,Y,TNS,--,AT2019fdr_2019-06-16_03-50-24_HET_HET-LRS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,4635.0,10049.1796875,1.0076641890006,--,--,[TNS source group:  43 - TexSNs ],TNS_Bot1,2019-06-18 10:05:03
4837,12537,AT 2019fdr,PS19dar  ATLAS19lkd  Gaia19bsz  ZTF19aatubsj,257.278534,26.8555874,--,0.267,52353,2019-06-08 07:55:12.00,2458642.83,--,--,MDM-2.4,OSMOS,Chornock,Chornock,TNS,Y,TNS,--,AT2019fdr_2019-06-08_07-55-12_MDM-2.4_OSMOS_TNS.flm,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3913.0,9057.77,1.2696865745311,--,--,[TNS source group:  0 - ],TNS_Bot1,2019-06-15 01:05:03
3902,12505,AT 2019hau,MASTER OT J192822.33+553201.4  ATLAS19mip  ZTF19aaxugwk  ASASSN-19om,292.09265,55.53369,CV,,52215,2019-06-09 12:00:00.00,2458644.0,--,--,UH88,SNIFS,Aaron Do,--,TNS,Y,TNS,--,AT2019hau_2019-06-09_12-00-00_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,900,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Reduced with a summit-based quick reduction pipeline.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-06-10 13:05:02
3903,12505,AT 2019hau,MASTER OT J192822.33+553201.4  ATLAS19mip  ZTF19aaxugwk  ASASSN-19om,292.09265,55.53369,CV,,52209,2019-06-09 22:08:32.00,2458644.4225926,--,--,UH88,SNIFS,Payne  Bredall,--,TNS,Y,TNS,--,AT2019hau_2019-06-09_22-08-32_UH88_SNIFS_TNS.dat,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3305.06,9697.06,1.9993744135127,--,--,Reduced with a summit quick reduction pipeline  care should be taken before reusing this data for future studies.  [TNS source group:  51 - SCAT ],TNS_Bot1,2019-06-10 12:05:02
5427,12576,AT 2019hyj,PS19dtq  ATLAS19nlk  ZTF19abaejto,353.7521277,23.1392932,CV,,52488,2019-06-22 03:50:24.00,2458656.66,--,--,WHT-4.2m,ACAM,Fraser / Moran / Eappachen,Fraser,TNS,Y,TNS,--,AT2019hyj_2019-06-22_03-50-24_WHT-4.2m_ACAM_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/AT2019hyj_2019-06-22_03-50-24_WHT-4.2m_ACAM_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,4500.0,8000.0001382828,2.8112450909902,--,--,[TNS source group:  0 - None ],TNS_Bot1,2019-06-23 01:05:03
5428,12576,AT 2019hyj,PS19dtq  ATLAS19nlk  ZTF19abaejto,353.7521277,23.1392932,CV,,52492,2019-06-23 09:37:32.00,2458657.9010648,--,--,P60,SEDM,SEDmRobot,auto,TNS,Y,TNS,--,SN2019hyj_2019-06-23_09-37-32_P60_SEDM_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,2250,--,--,--,--,--,--,--,3776.7,9223.3,25.451401869159,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-06-24 19:05:06
6490,15219,AT 2019nkr,Gaia19dmj,301.3995,26.167689,--,,57975,2020-08-09 00:00:00.00,2459070.5,--,--,Other,Other,Ismailov N.Z.  Mikailov Kh.M.  Khalilov O.V.  Alekberov I.A.  Bagirli S.  Alishov S.A.,Ismailov N.Z.  Mikailov Kh.M.  Khalilov O.V.  Alekberov I.A.  Bagirli S.  Alishov S.A.,TNS,Y,TNS,--,AT2019nkr_2020-08-09_00-00-00_Other_Other_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/AT2019nkr_2020-08-09_00-00-00_Other_Other_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3797.8972,7707.1021,5.9865312404288,--,--,Spectra were taken with 2-m Shamakhy Astrophysical Observatory (ShAO) telescope in Azerbaijan.   [TNS source group:  89 - WTFU ],TNS_Bot1,2020-09-04 08:05:04
6489,15219,AT 2019nkr,Gaia19dmj,301.3995,26.167689,--,,57668,2020-06-23 22:16:05.00,2459024.4278356,--,--,Other,Other,Ismailov N.Z.  Mikailov Kh.M.  Khalilov O.V.  Alekberov I.A.  Bagirli S.  Alishov S.A. (Shamakhy Astrophysical Observatory of Na,--,TNS,Y,TNS,--,AT2019nkr_2020-06-23_22-16-05_Other_Other_TNS.tab,https://www.wiserep.org/system/files/uploaded/TNS/AT2019nkr_2020-06-23_22-16-05_Other_Other_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3606.0,7615.6982,5.9757052160954,--,--,UAGS + objective Canon EF (f=200 mm  f/2) + CCD Andor (ikonL-936-BEX2-DD 2048x2048  px=13.5 μm) spectrograph  [TNS source group:  89 - WTFU ],TNS_Bot1,2020-07-30 15:05:04
6413,14688,AT 2019okh,Gaia19drp,94.113833,16.965861,Varstar,,56848,2020-02-28 20:45:55.00,2458908.3652199,--,--,LT,SPRAT,LT,--,TNS,Y,TNS,--,AT2019okh_2020-02-28_20-45-55_LT_SPRAT_TNS.txt,https://www.wiserep.org/system/files/uploaded/TNS/AT2019okh_2020-02-28_20-45-55_LT_SPRAT_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  89 - WTFU ],TNS_Bot1,2020-05-19 00:05:14
6412,14688,AT 2019okh,Gaia19drp,94.113833,16.965861,Varstar,,61374,2020-02-28 00:00:00.00,2458907.5,--,--,Gemini-S,GMOS-S,J. Chavez,Ilknur Gezer,TNS,Y,TNS,--,AT2019okh_2020-02-28_00-00-00_Gemini-S_GMOS-S_TNS.dat,https://www.wiserep.org/system/files/uploaded/TNS/AT2019okh_2020-02-28_00-00-00_Gemini-S_GMOS-S_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,4675.1064453125,9368.1251475811,0.74896564032375,--,--,[TNS source group:  89 - WTFU ],TNS_Bot1,2021-05-10 10:05:09
8307,13268,AT 2019qyl,ATLAS19whk  DLT19m,13.739875,-37.644442,Nova,0.00048,54023,2019-09-26 06:53:48.00,2458752.7873611,--,--,Gemini-S,GMOS-S,Too,Andrews,TNS,Y,TNS,--,SN2019qyl_2019-09-26_06-53-48_Gemini-S_GMOS-S_TNS.asci,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,675,--,--,--,--,--,--,--,3818.78125,6967.12109375,2.0104341275543,--,--,Quick look classification from Gemini GMOS spectrum  [TNS source group:  30 - DLT40 ],TNS_Bot1,2019-09-26 17:05:02
8308,13268,AT 2019qyl,ATLAS19whk  DLT19m,13.739875,-37.644442,Nova,0.00048,60344,2019-09-26 06:53:48.00,2458752.7873611,--,--,Gemini-S,GMOS-S,Gemini Queue Observer,--,TNS,Y,TNS,--,AT2019qyl_2019-09-26_06-53-48_Gemini-S_GMOS-S_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,--,--,--,--,--,--,--,--,3800.0,6860.0001626015,2.0091924902177,--,--,[TNS source group:  30 - DLT40 ],TNS_Bot1,2021-02-09 13:05:10
2408,13703,AT 2019wbg,PS20tf  ZTF19acpmbvd  ATLAS19bcjh,180.6780125,1.98434444444,LBV,0.00654,55000,2019-12-23 06:07:34.00,2458840.7552546,--,--,LT,SPRAT,LTbot,Perley,TNS,Y,TNS,--,SN2019wbg_2019-12-23_06-07-34_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3000,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2019-12-23 16:05:02
2409,13703,AT 2019wbg,PS20tf  ZTF19acpmbvd  ATLAS19bcjh,180.6780125,1.98434444444,LBV,0.00654,57309,2019-12-23 06:07:34.00,2458840.7552546,--,--,LT,SPRAT,LTbot,Perley,TNS,Y,TNS,--,AT2019wbg_2019-12-23_06-07-34_LT_SPRAT_TNS.spec,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3000,--,--,--,--,--,--,--,4020.0,7994.4,9.178752886836,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-06-25 17:05:04
8522,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59668,2020-08-14 11:24:16.00,2459075.9751852,--,--,P200,DBSP,Aishwarya Dahiwale  Yashvi Sharma,Yuhan Yao,TNS,Y,TNS,--,AT2019wey_2020-08-14_11-24-16_P200_DBSP_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,3400.0,10000.275,1.3442515274949,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-27 22:05:07
8525,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59661,2020-09-20 00:00:00.00,2459112.5,--,--,Keck1,LRIS,Yuhan Yao,Yuhan Yao,TNS,Y,TNS,--,AT2019wey_2020-09-20_00-00-00_Keck1_LRIS_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,3082.3313,10301.381,0.70477884408865,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-26 20:48:37
8524,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59665,2020-09-12 13:41:51.00,2459105.0707292,--,--,Keck2,ESI,Jan van Roestel,Thomas Kupfer,TNS,Y,TNS,--,AT2019wey_2020-09-12_13-41-51_Keck2_ESI_TNS.spek,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1800,--,--,--,--,--,--,--,3920.0896,10199.9148,0.25146458975694,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-27 21:05:08
8519,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59660,2020-03-23 07:44:47.00,2458931.8227662,--,--,Keck1,LRIS,Kishalay De,Kishalay De,TNS,Y,TNS,--,AT2019wey_2020-03-23_07-44-47_Keck1_LRIS_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,300,--,--,--,--,--,--,--,3110.2422,10300.494,1.4115138987044,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-26 20:48:37
8520,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59667,2020-07-31 10:52:40.00,2459061.9532407,--,--,P200,DBSP,Jan van Roestel  Yuhan Yao,Yuhan Yao,TNS,Y,TNS,--,AT2019wey_2020-07-31_10-52-40_P200_DBSP_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,600,--,--,--,--,--,--,--,3400.0,10000.275,1.3442515274949,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-27 21:05:08
8521,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59666,2020-08-13 15:19:31.00,2459075.1385532,--,--,Other,Other,Kishalay De,Kishalay De,TNS,Y,TNS,--,AT2019wey_2020-08-13_15-19-31_Other_Other_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,360,--,--,--,--,--,--,--,9649.23,24669.48,2.1614980572744,--,--,Instrument: Keck-II+NIRES  [TNS source group:  0 - None ],TNS_Bot1,2020-12-27 21:05:08
8523,17203,AT 2019wey,Gaia20aua  ATLAS19bcxp,68.847,55.376181,--,,59662,2020-08-29 00:00:00.00,2459090.5,--,--,P200,DBSP,Andy Tzanidakis  Shreya Anand,Yuhan Yao,TNS,Y,TNS,--,AT2019wey_2020-08-29_00-00-00_P200_DBSP_TNS.txt,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,1200,--,--,--,--,--,--,--,3400.0,10000.275,1.3442515274949,--,--,[TNS source group:  0 - None ],TNS_Bot1,2020-12-26 20:48:37
8496,13739,AT 2019wmc,ATLAS19bdhh  ZTF19acyjzeo,183.466020833,14.2210472222,--,0.05,55781,2020-01-01 10:43:27.00,2458849.9468403,--,--,P200,DBSP,Y. Yao,Y. Yao,TNS,Y,TNS,--,SN2019wmc_2020-01-01_10-43-27_P200_DBSP_TNS_0.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019wmc_2020-01-01_10-43-27_P200_DBSP_TNS_0.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,750,--,--,--,--,--,--,--,3400.0,10000.2,1.5246477246477,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-02-22 00:05:03
8495,13739,AT 2019wmc,ATLAS19bdhh  ZTF19acyjzeo,183.466020833,14.2210472222,--,0.05,55764,2020-01-01 10:43:27.00,2458849.9468403,--,--,P200,DBSP,Y. Yao,Y. Yao,TNS,Y,TNS,--,SN2019wmc_2020-01-01_10-43-27_P200_DBSP_TNS.ascii,https://www.wiserep.org/system/files/uploaded/TNS/SN2019wmc_2020-01-01_10-43-27_P200_DBSP_TNS.fits,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,750,--,--,--,--,--,--,--,3400.0,10000.2,1.5246477246477,--,--,[TNS source group:  48 - ZTF ],TNS_Bot1,2020-02-21 00:05:05
8451,13742,AT 2019wxt,PS19hgw,28.9247541667,31.4179138889,--,0.036,54972,2019-12-19 05:10:39.00,2458836.7157292,--,--,LBT,MODS2,Vallely  Wood,Garnavich,TNS,Y,TNS,--,SN2019wxt_2019-12-19_05-10-39_LBT_MODS2_TNS.ascii,--,Object,--,--,Air,Angstrom,1,erg cm(-2) sec(-1) Ang(-1),--,3600,--,--,--,--,--,--,--,3200.0,10100.0,0.49996377074125,--,--,LBT spectrum from a ToO led by Mark Wagner  [TNS source group:  0 - None ],TNS_Bot1,2019-12-20 20:05:02
